,uuid,KEY,City,Site,Sex_HH,ObsHandWashPLACE,ObsHandWashSOAP,ObsHandWashWATER,ToiletFacility,ToiletFacilityTYPE,ToiletFacilityTYPE_Dry,ToiletFacilityTYPE_Flush,ToiletFacilitySHARE,ToiletROOF,ToiletFacilityCLEAN,ToiletFacilitySAFE,StreetFood,dist2wc,HH_Recor_2_lag,HH_Recor_2_std,b_area,NN_100,n_blg_cc,n_blg_ccM,n_CAR,n_CARM,n_mn_Bdev,n_mn_BdevM,WCdirtyS
0,51e3d6c74bba45febd33457e11a9b459,uuid:464423ec-b7a0-4924-b3e4-ce85bb6a5286,Abidjan,Azito,M,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0_1,0.0,37.64098000106577,0.5458867974523242,160.28334023843814,152,0.476315460167571,0.521258861126745,0.676245685258966,0.517385923673974,2.472029053314696,3.53491761203092,
1,51e3d6c74bba45febd33457e11a9b459,uuid:b3296fc2-e492-42ae-adb3-7bd1d50ce72e,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,38.58610898060822,0.620838631953438,190.2705308522102,95,0.451753460434136,0.521635855544737,0.911541178779637,0.482165001870878,1.056955715081947,2.252287894062463,
2,51e3d6c74bba45febd33457e11a9b459,uuid:ecad555f-212d-4188-9228-bb80e0fcba51,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0_1,0.0,36.477013645941256,0.45358043979900997,339.4435189535666,94,0.314719692254213,0.497692445479664,0.447746394766433,0.418284329289472,2.823407738870138,3.56025299465506,
3,51e3d6c74bba45febd33457e11a9b459,uuid:9c38f788-bf34-4a13-a70e-782eea816703,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,41.97565743024491,0.8896409646823169,173.67970451622315,115,0.457576872133267,0.504535544072406,0.508320988304583,0.376474572438973,0.512845354852715,1.903154646045193,
4,51e3d6c74bba45febd33457e11a9b459,uuid:5af42a84-d16f-465c-bd56-8e8a07b2dda1,Abidjan,Azito,M,Obs_Mobile,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_septic_tank,N,Y,Clean,Any_time,2_4,0.0,37.62211102045853,0.5443904252721344,97.84277336872915,99,0.489621930886345,0.520547620466495,0.289503567132347,0.399063036109476,1.830034007969916,2.794061527021298,0.0
5,51e3d6c74bba45febd33457e11a9b459,uuid:50bd2169-3a72-4d7a-85d3-580667bcbe4d,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,37.66714312907125,0.5479616194953932,207.81876254476504,124,0.616625385800744,0.531922736109293,0.817700756283959,0.548439336047887,2.022605238410499,3.71552480849581,
6,51e3d6c74bba45febd33457e11a9b459,uuid:b08a7cd9-67cf-45a0-9552-26956400cf7a,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,32.95838206510021,0.17454139049881337,171.41874627020408,104,0.539697003182151,0.513751376556904,0.415604021230858,0.556119472864907,1.573132062846534,2.410600943720272,
7,51e3d6c74bba45febd33457e11a9b459,uuid:a865767a-cd99-4a27-8196-e82939a35de3,Abidjan,Azito,F,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,5_Or_More,0.0,39.68932438815475,0.7083272397893088,273.4909306740918,127,0.345040488223847,0.510820282185995,0.379576036015896,0.496199672460663,0.483405033318682,1.828542259692796,
8,51e3d6c74bba45febd33457e11a9b459,uuid:7ffec7a6-a940-4163-a1b1-51a2d2d69dee,Abidjan,Azito,M,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,34.9306562482341,0.33094921563674856,217.3755518307575,99,0.480807689252836,0.531998651427917,0.733601464928903,0.577891360403602,2.168534968100208,2.814348946270864,
9,51e3d6c74bba45febd33457e11a9b459,uuid:05d79113-0b30-48b6-a3fe-978337497171,Abidjan,Azito,F,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_NA,N,Y,,,5_Or_More,0.0,37.756640818175384,0.5550590803998432,137.53332061848693,108,0.45619867533495,0.516917048431624,0.374522831301628,0.425842901090606,3.307322364802119,2.621757607271401,
10,51e3d6c74bba45febd33457e11a9b459,uuid:45e42a24-0fc2-4f19-80bd-7fb01925071b,Abidjan,Azito,M,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_coveredPit,N,Y,,,2_4,0.0,38.11899948033086,0.5837953132990504,96.49828725637344,116,0.562550370882217,0.522229008110534,0.667542462458052,0.442566590767329,2.787047596259366,3.85202428675183,
11,51e3d6c74bba45febd33457e11a9b459,uuid:73d150a8-3d8f-453c-b554-7ed7d0acd462,Abidjan,Azito,M,Obs_Mobile,None,Water_OK,Own_YardPlot,DryOrCompost,Dry_ImprSlab,,N,Y,Dirty,Any_time,2_4,0.0,35.377321994884305,0.3663712774345466,59.76670765498251,69,0.463651254128327,0.506948855034922,0.135630449195029,0.340050192482219,3.170743642666331,4.21043999160436,1.0
12,51e3d6c74bba45febd33457e11a9b459,uuid:cb6c634f-57c8-471c-a9da-5465c3e1b2a5,Abidjan,Azito,F,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_piped,N,Y,,,0_1,0.0,39.78105232868408,0.7156015669621046,1058.3107605317161,61,0.163111209770473,0.500321088281208,0.512557006650359,0.283054713445442,0.538178879408012,3.339802116198258,
13,51e3d6c74bba45febd33457e11a9b459,uuid:e5919599-f4d7-4e66-91bc-75a3633170a5,Abidjan,Azito,M,Obs_Mobile,None,Water_OK,Own_Dwelling,Flush,,Flush_river,N,Y,,,2_4,0.0,33.82152639718909,0.24299157299202123,161.31191400613187,81,0.420465627386227,0.512274796281685,0.593380076905079,0.385971686070719,5.409383770028779,3.694196347546322,
14,51e3d6c74bba45febd33457e11a9b459,uuid:6c4686f1-0457-482c-9cd0-3d32fd5f3327,Abidjan,Azito,F,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_piped,N,Y,,,0_1,0.0,38.07084318435385,0.5799763607493119,39.59577317310879,103,0.490970906803743,0.53016063948592,0.496009332017266,0.546692136766256,2.460375487587922,4.173657245958776,
15,51e3d6c74bba45febd33457e11a9b459,uuid:9cc9ab0c-7c88-4bef-ad16-1dde8eb401eb,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,38.89631500292489,0.6454389890995952,97.1308749574668,102,0.486511520423477,0.50727359060424,0.375832564887315,0.414144778159345,13.958910949951674,4.14810281293324,
16,51e3d6c74bba45febd33457e11a9b459,uuid:aa6f183f-a548-4ea4-8c8a-27b48c29014f,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0_1,0.0,35.1636064634636,0.3494229333586758,244.89463563783954,64,0.605360827288248,0.486056973245367,0.346189127964766,0.339121757788926,2.579622468416747,2.961244157300845,
17,51e3d6c74bba45febd33457e11a9b459,uuid:ab4687ee-c4e0-4617-929c-5132cf7d9b20,Abidjan,Azito,F,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,38.57346719755688,0.6198360970068089,73.72159995751649,134,0.622716735573836,0.509788740477589,0.513445292442306,0.47312443414645,1.359338532863717,1.784641888846339,
18,51e3d6c74bba45febd33457e11a9b459,uuid:71622a60-9f6d-49c1-93bc-12049d66e2d5,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_coveredPit,N,Y,,,2_4,0.0,38.15000123167416,0.5862538540762605,190.2705308522102,95,0.451753460434136,0.521635855544737,0.911541178779637,0.482165001870878,1.056955715081947,2.252287894062463,
19,51e3d6c74bba45febd33457e11a9b459,uuid:f4de7b07-9077-46c8-980f-103dc5a2107a,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,5_Or_More,0.0,36.36695870050139,0.44485272090012373,370.93219260778733,70,0.469574173077592,0.501665873813721,0.398179597828368,0.309647835204347,3.030949396314316,4.194900897649195,
20,51e3d6c74bba45febd33457e11a9b459,uuid:07b9a154-bf7e-4bba-8f10-dd8e454351c3,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_septic_tank,Y,Y,Clean,Any_time,2_4,0.0,36.82761172025404,0.48138401942792214,75.00613231046954,170,0.397296321738693,0.521489833685197,0.432678158942625,0.542788118049583,2.992175285456057,2.906893375428627,0.0
21,51e3d6c74bba45febd33457e11a9b459,uuid:74647768-c969-41a6-a2a4-c9d18214bcf6,Abidjan,Azito,F,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,39.126005040525186,0.6636541640200665,148.0294760566038,162,0.64997528450867,0.511645177152852,0.555459625415037,0.53141671677825,2.98758183292032,1.694259531099406,
22,51e3d6c74bba45febd33457e11a9b459,uuid:58e15aca-7dbc-4b2a-a22f-a62757570456,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,5_Or_More,0.0,32.95838206510021,0.17454139049881337,171.41874627020408,104,0.539697003182151,0.513751376556904,0.415604021230858,0.556119472864907,1.573132062846534,2.410600943720272,
23,51e3d6c74bba45febd33457e11a9b459,uuid:54da14c0-c132-4b41-a725-e8ac2a1a72ef,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,5_Or_More,0.0,36.82761172025404,0.48138401942792214,28.64437683045093,167,0.532065621539383,0.51616897031259,0.412943170164696,0.544528535724269,5.533464047852227,3.329637282012562,
24,51e3d6c74bba45febd33457e11a9b459,uuid:b89fd8f3-a2e4-450b-a20f-3ac0a1b0efd4,Abidjan,Azito,M,Obs_Mobile,None,Water_NOT_OK,Own_YardPlot,Flush,,Flush_septic_tank,N,Y,Clean,Any_time,5_Or_More,0.0,36.40502413677187,0.44787143510878,163.07476058791084,51,0.589607761481102,0.512721248679117,0.346163840999334,0.338369896004612,9.098034257025827,4.226290926937007,0.0
25,51e3d6c74bba45febd33457e11a9b459,uuid:5b0c0cc2-4e40-40d2-96ff-ed4e6e862afc,Abidjan,Azito,F,Obs_Mobile,None,Water_OK,Own_Dwelling,Flush,,Flush_coveredPit,N,Y,,,0_1,0.0,33.426194263928764,0.21164043545791997,197.8082062387573,122,0.484462708549228,0.516913945347289,0.410551785782831,0.512827609872594,0.587236769423654,1.74609546969585,
26,51e3d6c74bba45febd33457e11a9b459,uuid:ff6e0c1a-65bb-42b8-a1e4-b658567df0d7,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,36.64558932125916,0.46694904492151695,194.230273234866,127,0.46382983562568,0.513508376198238,0.601946977983943,0.474947474049164,2.119965227078143,2.69920591685984,
27,51e3d6c74bba45febd33457e11a9b459,uuid:77ce82c2-c137-4e65-aee3-2563a62bcc1f,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,41.00784774729684,0.8128904758548386,166.9089106920514,116,0.428576514446262,0.507094529782935,0.498749644557715,0.386266308576084,0.838890279774382,1.884714713922727,
28,51e3d6c74bba45febd33457e11a9b459,uuid:aab4d0c6-9b8b-4083-b595-9b64c0764cfc,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_piped,N,Y,,,0_1,0.0,33.18990938755444,0.19290226814693737,158.18290688432825,153,0.602593834421192,0.519748439935848,0.69521879808956,0.578794499717149,0.623935871021915,2.33615757945013,
29,51e3d6c74bba45febd33457e11a9b459,uuid:736d7408-107b-4d65-bbb5-01448052f77e,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,5_Or_More,0.0,37.20413633890195,0.5112436592372476,630.455644681627,112,0.378600059772488,0.510680329159566,0.487943604506555,0.372938905906297,2.44393670068693,2.496649295880496,
30,51e3d6c74bba45febd33457e11a9b459,uuid:fec11722-74e1-41e5-8828-3d6ebf9d09e6,Abidjan,Azito,F,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,39.65886327675058,0.7059115735362321,546.4755487427301,76,0.267119612830903,0.490256850195297,0.74110600681409,0.335191402358938,0.883368419478025,3.881711148826257,
31,51e3d6c74bba45febd33457e11a9b459,uuid:062d6af3-4838-4e33-82e1-f1fe3e83b410,Abidjan,Azito,M,,,,Own_YardPlot,Flush,,Flush_septic_tank,Y,Y,Clean,Any_time,0_1,0.0,34.763152008477405,0.3176655788758097,88.56204289637776,153,0.58781844020293,0.509800252755841,0.478390530127629,0.558267798488726,1.893761855137111,2.086792931586149,0.0
32,51e3d6c74bba45febd33457e11a9b459,uuid:1f3bf69a-ddfd-4b08-b5c3-85068d85759d,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_river,N,Y,,,,0.0,41.664937803523486,0.8649998770187619,227.6198566289336,56,0.34969379085196,0.494018323121878,0.381290843539594,0.228627124626813,3.871736193978091,2.05091333716428,
33,51e3d6c74bba45febd33457e11a9b459,uuid:86fb2f1c-8997-4152-bb8f-eec3ca60be21,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,DryOrCompost,Dry_VIP,,N,Y,,,5_Or_More,0.0,36.46346327436381,0.4525058507959377,143.4693309262796,74,0.500888125992671,0.504772814246948,0.413757436249754,0.319263538605961,1.262621802753626,4.496270384193549,
34,51e3d6c74bba45febd33457e11a9b459,uuid:10b197ff-bceb-4462-9aef-6f2378011bbe,Abidjan,Azito,F,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_river,N,Y,,,0_1,0.0,32.231765091663235,0.11691827628099119,134.94833847755646,109,0.533359401591093,0.513829684029147,0.762950399512042,0.451153894990101,1.765952419715045,2.958161110473851,
35,51e3d6c74bba45febd33457e11a9b459,uuid:c2160323-3cdf-442f-bcce-8d186a94f0b2,Abidjan,Azito,M,Obs_Mobile,None,Water_NOT_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,5_Or_More,0.0,34.509419391470985,0.297543748385958,92.74735676672242,164,0.619147246012229,0.520800193784457,0.645755416097876,0.562212904134635,3.453551095177351,2.577750458831097,
36,51e3d6c74bba45febd33457e11a9b459,uuid:ff461dd4-12e4-407a-9f4d-ebc3b713bd87,Abidjan,Azito,F,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0_1,0.0,43.11557901589043,0.9800404930862738,94.46699729112139,118,0.539763683381029,0.510046037948098,0.685733808851027,0.390814283569459,1.382383085982948,1.807679835327723,
37,51e3d6c74bba45febd33457e11a9b459,uuid:9bba3723-0d20-45b0-aa60-53e83196f4cc,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,5_Or_More,0.0,36.942135221520616,0.4904661094909905,214.3775540371055,140,0.441324404383624,0.515544628558934,0.521767005701947,0.526668330191755,6.018194537179454,4.001468622713708,
38,51e3d6c74bba45febd33457e11a9b459,uuid:0cc98cc6-cb3a-4ac1-b77f-13df5c3391d3,Abidjan,Azito,M,,,,Own_YardPlot,Flush,,Flush_septic_tank,Y,Y,Clean,Any_time,,0.0,37.73561146125106,0.5533913832770444,491.21734294980917,133,0.400888830904367,0.51236000190386,0.486656455239365,0.478776381187133,2.103985035961774,2.646604048487163,0.0
39,51e3d6c74bba45febd33457e11a9b459,uuid:5e00122e-6cf2-49f5-9c34-af683e631115,Abidjan,Azito,F,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,5_Or_More,0.0,40.31680304895276,0.7580883599698378,127.77178515147887,58,0.627939980585853,0.500100166707543,0.363279365451529,0.242635617026269,2.094914184787307,2.086849953519866,
40,51e3d6c74bba45febd33457e11a9b459,uuid:1961fa99-ddd7-4923-8bbd-cffb31d86a21,Abidjan,Azito,F,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0_1,0.0,35.12061028846895,0.3460131953629792,264.13591562989126,53,0.439491752880263,0.506508663817533,0.259974674854199,0.381059985133386,1.383477948282554,1.873405367243025,
41,51e3d6c74bba45febd33457e11a9b459,uuid:1948c96d-fb5c-4af1-a230-5907428b7e1b,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_septic_tank,N,Y,Clean,Any_time,0_1,0.0,36.910154430602276,0.4879299276576004,156.3918810772931,170,0.418391200073653,0.527278219762525,0.547819288773865,0.561255169316551,1.294604328683551,2.147468744481452,0.0
42,51e3d6c74bba45febd33457e11a9b459,uuid:119ce647-9049-4929-a3d6-e2b49b7b0a82,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,39.65886327675058,0.7059115735362321,389.5861293566435,92,0.459526915215744,0.501562220596113,0.498135160185963,0.366509218606985,2.07731396570524,4.155192019174092,
43,51e3d6c74bba45febd33457e11a9b459,uuid:6e098070-7c0d-4154-b7cf-ace6cbf61d92,Abidjan,Azito,M,Obs_Mobile,None,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,32.231765091663235,0.11691827628099119,38.77894144746372,111,0.585204399508282,0.511326457535662,0.321605751694127,0.440307676146978,4.318120763299252,2.95860213269724,
44,51e3d6c74bba45febd33457e11a9b459,uuid:e6881dad-2c34-419b-9bb6-3f1a4be9d37a,Abidjan,Azito,M,,,,Own_Dwelling,Flush,,Flush_river,N,Y,,,5_Or_More,0.0,34.5922612956243,0.30411338366776064,264.13591562989126,53,0.439491752880263,0.506508663817533,0.259974674854199,0.381059985133386,1.383477948282554,1.873405367243025,
45,51e3d6c74bba45febd33457e11a9b459,uuid:c5b1000f-32be-4a56-8f91-f020337f4cce,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,36.39959899699363,0.4474412036931685,210.7181284381593,78,0.532152396265055,0.496701084926594,0.378844085704491,0.32176585508238,0.65547957518838,2.828954174735133,
46,51e3d6c74bba45febd33457e11a9b459,uuid:2b9f551b-02cb-4692-9cc5-0d0dcf9a72fe,Abidjan,Azito,M,Obs_Mobile,None,Water_OK,Own_YardPlot,Flush,,Flush_septic_tank,Y,Y,Clean,Any_time,2_4,0.0,37.64098000106577,0.5458867974523242,76.77691606772116,152,0.395204803606074,0.519022390498294,0.526367482578123,0.51872239824451,0.824080582834572,3.066018016186792,0.0
47,51e3d6c74bba45febd33457e11a9b459,uuid:6657ca7d-b293-4756-855f-5d9462620f05,Abidjan,Azito,M,Obs_Mobile,None,Water_OK,Own_YardPlot,Flush,,Flush_septic_tank,Y,Y,Clean,Any_time,2_4,0.0,35.025230749687324,0.3384492844468056,125.94890970041793,122,0.595936855628872,0.520878178603225,0.681058898749535,0.565568852516927,1.148740045847857,2.427776567171906,0.0
48,51e3d6c74bba45febd33457e11a9b459,uuid:fd094655-47e0-426e-9f4e-af16898b4d58,Abidjan,Azito,F,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,5_Or_More,0.0,36.82761172025404,0.48138401942792214,176.41363539491147,168,0.566694884009911,0.517439869133375,0.861614810656831,0.555151247485747,3.835341754442247,3.413027777849819,
49,51e3d6c74bba45febd33457e11a9b459,uuid:668c96e1-630c-4342-8f45-39ee10468121,Abidjan,Azito,M,Obs_Fixed,None,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,34.346762315057646,0.28464450760966775,47.96544884363874,114,0.618552430736293,0.511880126255676,0.826413762598234,0.483769833084333,0.263367090916503,1.854723424370153,
50,51e3d6c74bba45febd33457e11a9b459,uuid:79716d93-2f22-4712-a001-0731fd40ba74,Abidjan,Azito,F,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0_1,0.0,36.31690993844839,0.44088368957045454,103.33255352217253,155,0.442202475872986,0.513834630820959,0.892019086853403,0.563768915947977,0.89402119026358,1.861163507275548,
51,51e3d6c74bba45febd33457e11a9b459,uuid:62fff191-5c55-4a3d-a979-3735f88ced91,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0_1,0.0,35.96205696153983,0.41274268218080296,165.2492235128309,88,0.360406955927642,0.497372675609982,0.41469404914721,0.452336966949212,19.10004418874327,4.968146564055569,
52,51e3d6c74bba45febd33457e11a9b459,uuid:9abba7f4-7e8b-4f6b-a094-951a39fa4432,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0_1,0.0,37.01369584857818,0.4961411024201155,191.80813938899905,116,0.371013555878969,0.535210354436899,0.795873167946707,0.555813055062404,3.917331068847705,3.127947691155765,
53,51e3d6c74bba45febd33457e11a9b459,uuid:7d9dec43-2883-4de1-96f9-390fa4b391bd,Abidjan,Azito,F,Obs_Mobile,SoapOrDeterg,Water_NOT_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0_1,0.0,38.139663727993316,0.5854340560573527,1039.9460820475251,68,0.159302138971068,0.499313164190478,0.810216823122152,0.301633465136592,0.326486011017472,3.08311893310531,
54,51e3d6c74bba45febd33457e11a9b459,uuid:a87115b5-9d25-443d-8487-9d2ce1e8efea,Abidjan,Azito,M,Obs_Mobile,None,Water_NOT_OK,Own_YardPlot,DryOrCompost,Composting,,Y,Y,Clean,Any_time,5_Or_More,0.0,42.42924253518646,0.9256117543349716,69.5979257630103,115,0.507846469480038,0.511680315689376,0.60351719798103,0.403707555541097,0.675389163369545,1.857580779431675,0.0
55,51e3d6c74bba45febd33457e11a9b459,uuid:e64325a0-bacf-4074-8e5e-9f29d97e57cc,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_YardPlot,Flush,,Flush_river,N,Y,Clean,Any_time,,0.0,32.057825796275246,0.1031243184579306,57.9710837116416,91,0.567784653141835,0.513817940184538,0.164253158503275,0.404554955536249,5.114367248395993,3.710000424207086,0.0
56,51e3d6c74bba45febd33457e11a9b459,uuid:47dfb332-0daa-434d-be1a-c59acb9f87a7,Abidjan,Azito,M,,,,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,,0.0,35.172784979816676,0.3501508198731645,146.76713662485662,176,0.390671888334858,0.524360057276787,0.476031130537409,0.557780103526715,1.88537363419972,2.038038033564801,
57,51e3d6c74bba45febd33457e11a9b459,uuid:b40f4b90-5c75-4c61-8775-14116db789ef,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0_1,0.0,40.31680304895276,0.7580883599698378,127.77178515147887,58,0.627939980585853,0.500100166707543,0.363279365451529,0.242635617026269,2.094914184787307,2.086849953519866,
58,51e3d6c74bba45febd33457e11a9b459,uuid:fbbcddcb-e3cb-42b1-b836-72e5c669d4d6,Abidjan,Azito,F,Obs_Mobile,None,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,2_4,0.0,36.64558932125916,0.46694904492151695,194.230273234866,127,0.46382983562568,0.513508376198238,0.601946977983943,0.474947474049164,2.119965227078143,2.69920591685984,
59,51e3d6c74bba45febd33457e11a9b459,uuid:3d005be6-bc2b-409f-bed7-3f506fea1c74,Abidjan,Azito,M,Obs_Mobile,None,Water_OK,Own_YardPlot,Flush,,Flush_coveredPit,Y,Y,Dirty,Any_time,2_4,0.0,31.677045989466674,0.07292722824163139,181.28851282090955,98,0.269916479044153,0.517236692443548,0.607238300160787,0.459518771528267,1.125446435896043,2.619432215704502,1.0
60,51e3d6c74bba45febd33457e11a9b459,uuid:481ec6dd-5f68-4fc0-acd1-9e3129ce3418,Abidjan,Azito,M,Obs_Mobile,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,,0.0,30.910577688016648,0.012143772730148156,73.7439566447148,117,0.624119891158798,0.516042518712776,0.222619229769879,0.525565088560343,1.02470640493076,2.196781595450633,
61,51e3d6c74bba45febd33457e11a9b459,uuid:84b33dda-3375-4dc7-9390-13d9398372e5,Abidjan,Azito,M,Obs_Mobile,None,Water_OK,Neighb_YardPlot,Flush,,Flush_river,N,Y,Clean,Any_time,0_1,22.61836027612654,34.5267518362686,0.29891826822620204,103.43451941010217,79,0.510212259505493,0.513698357623813,0.397165014674463,0.375053921063255,1.579362339041779,3.723199621852572,1.0
62,51e3d6c74bba45febd33457e11a9b459,uuid:bcd6d116-7f17-4645-a038-1db926c67b71,Abidjan,Azito,M,,,,Own_YardPlot,Flush,,Flush_river,Y,N,Dirty,During_Day,5_Or_More,0.0,32.231765091663235,0.11691827628099119,97.83133929577963,110,0.527760933073274,0.510302330191624,0.464404847748267,0.43747650885971,3.049135715271806,3.097977138559454,1.0
63,51e3d6c74bba45febd33457e11a9b459,uuid:f6b743d8-f450-46b4-a91b-1e7cf03941b0,Abidjan,Azito,M,Obs_Fixed,SoapOrDeterg,Water_OK,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,5_Or_More,0.0,38.592966159244725,0.6213824287572949,259.94346772472346,79,0.355104052445335,0.491507046158306,0.758200513070714,0.396958559737154,0.176856688334994,3.260931262947459,
64,51e3d6c74bba45febd33457e11a9b459,uuid:5bfb90e6-bd48-49c0-964e-87d6858c204e,Abidjan,Azito,M,Obs_Mobile,None,Water_OK,Own_YardPlot,DryOrCompost,Dry_UnimpLat,,N,Y,Clean,During_Day,5_Or_More,0.0,34.904823028374274,0.3289005563939625,136.3622616814624,101,0.346619623331581,0.504470921444447,0.437291495760507,0.364172044757474,0.975908697008319,2.72600200451657,0.0
65,51e3d6c74bba45febd33457e11a9b459,uuid:2ac1a51c-56ba-4c0d-ad74-7d1ec3cc80a6,Abidjan,Azito,F,,,,Own_Dwelling,Flush,,Flush_septic_tank,N,Y,,,0_1,0.0,34.026974625229165,0.25928429273706766,222.43414325149874,129,0.603082119076322,0.508208200046363,0.297835838249492,0.490742816438046,2.457791910057963,2.073620512580505,
